province,city,address,longitude,latitude,price,buildingTypeId,tradeTypeId,listingDate,daysOnMarket,bedrooms
Ontario,Burlington,705 Cedar Avenue,-79.823195,43.320031,899900.0,1.0,1,12/6/2018,37,3.0
Ontario,Bowmanville,21-571 Longworth Ave,-78.6894103,43.929766,474900.0,2.0,1,8/6/2018,34,2.0
Newfoundland & Labrador,St. John'S,20 Augusta Court,-52.69051700000001,47.58562,409500.0,1.0,1,8/6/2018,35,3.0
Ontario,Hamilton,52 East 26th Street,-79.847758,43.23891,479900.0,2.0,1,27/6/2018,13,2.0
Ontario,Brantford,58 Donegal Drive,-80.295412,43.127933,499900.0,1.0,1,13/6/2018,27,4.0
Alberta,Lethbridge,635 Keystone Chase W,-112.914148,49.668635,365000.0,1.0,1,1/6/2018,33,3.0
Ontario,Windsor,723 University East,-83.028319,42.320132,159900.0,1.0,1,9/6/2018,25,4.0
Ontario,Woodstock,387 Champlain Ave,-80.748336,43.1114122,554900.0,1.0,1,9/6/2018,36,4.0
Alberta,Calgary,66 Chapalina Gr Se,-114.041243,50.879552,669900.0,1.0,1,2/6/2018,21,3.0
Ontario,Mississauga,1099 Bordeaux Crt,-79.60395009999998,43.5393754,869000.0,1.0,1,1/6/2018,8,3.0
Ontario,Pickering,4-1635 Pickering Pkwy,-79.072301,43.840144,439900.0,1.0,1,1/6/2018,13,5.0
Saskatchewan,Saskatoon,3024 Eastview,-106.618702,52.09321,319900.0,1.0,1,14/6/2018,15,3.0
Ontario,Kitchener,64 Weichel Street,-80.518116,43.441448,449900.0,1.0,1,9/6/2018,4,3.0
Ontario,Windsor,1239 Monmouth,-83.004035,42.31459,124900.0,1.0,1,19/6/2018,7,3.0
Ontario,Binbrook,247 Fall Fair Way Way,-79.811667,43.125432,489900.0,1.0,1,19/6/2018,10,4.0
Ontario,Toronto,150 Roselawn Ave,-79.4038094,43.71015429999999,1198000.0,1.0,1,7/6/2018,8,6.0
Ontario,Brampton,67 Jack Rabbit Cres,-79.7432516,43.7585713,939000.0,1.0,1,1/6/2018,12,3.0
Quebec,Sainte-Cécile-De-Masham,46 Ch. De La Prairie,-76.03078829,45.63525771,184900.0,1.0,1,5/6/2018,42,3.0
Ontario,Etobicoke,806-5 Marine Parade Dr,-79.4755739,43.6299034,559000.0,1.0,1,6/6/2018,16,4.0
Manitoba,Winnipeg,232 Smithfield Ave,-97.124292,49.9314,239900.0,1.0,1,7/6/2018,24,1.0
Ontario,Verona,1096 Storms Lane,-76.67930229999997,44.4909036,250000.0,1.0,1,2/6/2018,24,3.0
Alberta,Blackfalds,2 Artemis Place,-113.792731,52.390984,314900.0,1.0,1,20/6/2018,6,4.0
British Columbia,Langley,9442 204 Street,-122.6569254,49.1742306,1099900.0,1.0,1,21/6/2018,21,3.0
Ontario,Oakville,3056 Dewridge Avenue,-79.77764,43.433238,554900.0,1.0,1,16/6/2018,8,4.0
Ontario,Brampton,44 Begonia Cres,-79.8252753,43.7243641,699800.0,2.0,1,12/6/2018,33,2.0
British Columbia,Surrey,L105 13468 King George Boulevard,-122.8493874,49.20103889999999,409900.0,1.0,1,30/6/2018,20,2.0
Ontario,London,772 Strand Street,-81.221508,43.003716,189900.0,1.0,1,1/6/2018,4,3.0
Ontario,Georgetown,9 Gollop Crescent,-79.872999,43.641948,874900.0,1.0,1,2/6/2018,21,4.0
Ontario,Jarvis,3 Champlain Court,-80.107907,42.890679,359900.0,2.0,1,19/6/2018,25,3.0
Ontario,Geraldton,77 Macphail Dr,-86.9515349,49.727343,155000.0,1.0,1,12/6/2018,36,5.0
Manitoba,East Selkirk,170 Bridgeview Es,-96.824778,50.189264,569900.0,1.0,1,8/6/2018,29,3.0
Ontario,Burlington,5054 Mercer Common,-79.75958299999998,43.374064,679747.0,1.0,1,7/6/2018,5,4.0
Ontario,Acton,14 Dairy Drive,-80.046816,43.636977,599900.0,1.0,1,16/6/2018,12,5.0
Quebec,Val-Des-Monts,35 Ch. De La Chaumière,-75.78457997,45.71330962,124900.0,2.0,1,13/6/2018,17,2.0
British Columbia,Gibsons,36 689 Park Road,-123.52397,49.408137,369000.0,1.0,1,3/6/2018,32,5.0
Ontario,Tillsonburg,6 Bobolink Drive,-80.743425,42.883414,550000.0,1.0,1,30/6/2018,20,5.0
Ontario,Newmarket,320 Mccaffrey Rd,-79.49188199999998,44.040785,969900.0,1.0,1,8/6/2018,26,4.0
Ontario,Binbrook,90 Tanglewood Drive,-79.800616,43.122633,659000.0,1.0,1,1/7/2018,17,3.0
British Columbia,Forest Grove,3568 Bradley Creek Road,-121.029865572487,51.854465104245,359900.0,2.0,1,2/6/2018,6,1.0
Ontario,Ottawa,500 Laurier Avenue W Unit2303,-75.70536,45.415821,275000.0,2.0,1,1/6/2018,22,2.0
Manitoba,Winnipeg,3 3884 Ness Ave,-97.321271,49.88904,174900.0,1.0,1,1/6/2018,26,5.0
British Columbia,Burnaby,1 5983 Frances Street,-122.9769301,49.279551,588000.0,2.0,1,7/6/2018,7,4.0
Ontario,Windsor,685 Roselawn,-83.009342,42.258649,339000.0,2.0,1,14/6/2018,6,1.0
Ontario,Richmond Hill,1003-370 Highway 7 Rd,-79.3958712,43.8416373,389000.0,1.0,1,8/6/2018,21,4.0
Ontario,Ottawa,1493 Kilborn Avenue,-75.659823,45.387018,489900.0,1.0,1,7/6/2018,7,5.0
Nova Scotia,Kentville,1058 Marie Crescent,-64.487522,45.089074,159900.0,1.0,1,1/6/2018,21,3.0
Alberta,Edmonton,3517 41 Av Nw,-113.395435,53.47588100000001,287000.0,1.0,1,1/6/2018,26,3.0
New Brunswick,Albert Mines,675 Albert Mines Rd,-64.654187,45.855451,197900.0,2.0,1,2/6/2018,19,4.0
Quebec,Montréal,791 Ch. New Erin,-74.1560017,45.13518892,239000.0,2.0,1,22/6/2018,18,1.0
Ontario,Toronto,503-220 George St,-79.3730864,43.6556869,399000.0,2.0,1,21/6/2018,6,2.0
Ontario,Toronto,503-220 George St,-79.3730864,43.6556869,399000.0,1.0,1,21/6/2018,6,3.0
Alberta,Calgary,3915 29 Av Se,-113.978066,51.027618,199000.0,1.0,1,14/6/2018,14,6.0
Ontario,Mississauga,5545 Broadpath Gate,-79.74373359999998,43.5481527,968000.0,2.0,1,2/6/2018,16,2.0
Ontario,Bowmanville,323-61 Clarington Blvd,-78.70649209999998,43.9066828,329900.0,1.0,1,7/6/2018,15,2.0
Nova Scotia,Canning,102 Stairs Branch Road,-64.4319447619019,45.1510027400038,70000.0,1.0,1,6/6/2018,22,3.0
British Columbia,Prince George,7414 Carr Road,-122.79183372618999,53.9971844814519,284900.0,1.0,1,1/6/2018,13,5.0
Quebec,Montréal,6686 27e Avenue,-73.580384,45.566297,309000.0,1.0,1,8/6/2018,41,4.0
Ontario,Cannington,92 Cameron Street,-79.03471,44.3514,469900.0,1.0,1,7/6/2018,42,3.0
British Columbia,Salt Spring Island,326 Sunset Dr,-123.574099,48.889214,775000.0,1.0,1,28/6/2018,21,3.0
Manitoba,Winnipeg,422 Cabana Pl,-97.108532,49.888733,309900.0,1.0,1,17/6/2018,13,4.0
